,Image,F1,Jaccard,Recall,Precision
303,2219.png,0.8928571428571429,0.8064516129032258,0.8947368421052632,0.8909853249475891
304,778.png,0.6219806763285024,0.45135845749342685,0.46271338724168914,0.9484346224677717
305,734.png,0.8700440528634361,0.7699805068226121,0.8094262295081968,0.9404761904761905
306,2608.png,0.6924844108959632,0.5296184738955824,0.5638695884553715,0.8971088435374149
307,389.png,0.9716435185185185,0.9448508722566122,0.9750290360046457,0.9682814302191465
308,2207.png,0.8561151079136691,0.7484276729559748,0.8728606356968215,0.84
309,965.png,0.9113924050632911,0.8372093023255814,1.0,0.8372093023255814
310,2391.png,0.8377997179125529,0.720873786407767,0.7291325695581015,0.9845303867403314
311,961.png,0.6849673202614379,0.5208747514910537,0.5261044176706827,0.9812734082397003
312,1895.png,0.9136400322841001,0.8410104011887073,0.9417637271214643,0.8871473354231975
313,513.png,0.9551920341394026,0.9142273655547992,0.9281271596406357,0.9838827838827838
314,1245.png,0.911976911976912,0.8381962864721485,0.9905956112852664,0.8449197860962567
315,2437.png,0.9588701684836471,0.9209900047596382,0.974320241691843,0.9439024390243902
316,1601.png,0.8979591836734694,0.8148148148148148,0.9918032786885246,0.8203389830508474
317,2366.png,0.7956115400243803,0.6605937921727395,0.6605937921727395,1.0
318,1455.png,0.858560794044665,0.7521739130434782,0.7521739130434782,1.0
319,99.png,0.3565217391304348,0.21693121693121692,0.21693121693121692,1.0
320,844.png,0.0,0.0,0.0,0.0
321,1548.png,0.928212162780064,0.8660409556313993,1.0,0.8660409556313993
322,1409.png,0.8926553672316384,0.8061224489795918,0.9937106918238994,0.8102564102564103
323,2468.png,0.831151832460733,0.7110862262038073,0.9860248447204969,0.7183257918552036
324,1671.png,0.0,0.0,0.0,0.0
325,1142.png,0.9067796610169492,0.8294573643410853,1.0,0.8294573643410853
326,1104.png,0.6327336551118912,0.46277278562259305,0.4721676489849378,0.9587765957446809
327,571.png,0.9736842105263158,0.9487179487179487,0.9946236559139785,0.9536082474226805
328,20.png,0.904921165790731,0.8263525305410122,0.8328935795954265,0.9905857740585774
329,2674.png,0.6660453557005281,0.4993013507219376,0.5080568720379147,0.9666366095581606
330,292.png,0.9753424657534246,0.9518716577540107,0.9925650557620818,0.9587073608617595
331,2930.png,0.8898467432950191,0.8015530629853321,0.9989247311827957,0.802245250431779
332,251.png,0.9535353535353536,0.9111969111969112,0.9711934156378601,0.9365079365079365
333,199.png,0.9233543733092876,0.8576214405360134,1.0,0.8576214405360134
334,1587.png,0.6440404040404041,0.47497020262216927,0.4883578431372549,0.9454329774614472
335,2296.png,0.7915447154471544,0.655005382131324,0.7882124352331606,0.7949052906596995
336,804.png,0.8581713462922966,0.7515762925598991,0.7683712935109583,0.9717391304347827
337,934.png,0.9486434108527132,0.9023041474654377,0.9868951612903226,0.9132462686567164
338,3061.png,0.16891891891891891,0.09225092250922509,0.09225092250922509,1.0
339,2424.png,0.32441379310344826,0.1936121172209417,0.1961307538358906,0.937799043062201
340,2144.png,0.0,0.0,0.0,0.0
341,714.png,0.9372746935832732,0.8819538670284939,1.0,0.8819538670284939
342,2641.png,0.0,0.0,0.0,0.0
343,681.png,0.9778046811945117,0.9565732333201737,0.995480690221857,0.9607454401268835
344,492.png,0.9577754891864058,0.9189723320158103,0.9830866807610994,0.9337349397590361
345,363.png,0.9337319382162431,0.8757009345794392,0.9978700745473909,0.8773408239700374
346,2352.png,0.0,0.0,0.0,0.0
